scenario_id,scenario_name,probe_id,intro_text,probe_full_text,probe_question,patient_a_text,patient_b_text,pa_medical,pb_medical,pa_affiliation,pa_merit,pa_search,pa_personal_safety,pb_affiliation,pb_merit,pb_search,pb_personal_safety,choice1_text,choice2_text,probe_midpoint
June2025-SS-train,Search vs Stay Set B,Probe 1,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated left shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone who is crying or screaming out of sight.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated left shoulder with no bleeding,you hear someone who is crying or screaming out of sight.,0.016244625,0,,,0,,,,0.312888889,,Continue treating your current patient,Move to find and treat a different patient,0.351677868
June2025-SS-train,Search vs Stay Set B,Probe 2,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated right shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that this casualty was injured in a bomb or rocket attack, and there may be other casualties nearby.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated right shoulder with no bleeding,"you are told that this casualty was injured in a bomb or rocket attack, and there may be other casualties nearby.",0.016244625,0,,,0,,,,0.959111111,,Continue treating your current patient,Move to find and treat a different patient,0.028566757
June2025-SS-train,Search vs Stay Set B,Probe 3,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken left wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that a mass shooter was already disarmed and removed, but that at least two people known to be in the building have not arrived at the evacuation meeting site.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken left wrist with no bleeding,"you are told that a mass shooter was already disarmed and removed, but that at least two people known to be in the building have not arrived at the evacuation meeting site.",0.016244625,0,,,0,,,,0.758666667,,Continue treating your current patient,Move to find and treat a different patient,0.128788979
June2025-SS-train,Search vs Stay Set B,Probe 4,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken right wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that this casualty was from a bus wreck and there may be multiple casualties who were not in/near the vehicle.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken right wrist with no bleeding,you are told that this casualty was from a bus wreck and there may be multiple casualties who were not in/near the vehicle.,0.016244625,0,,,0,,,,0.862222222,,Continue treating your current patient,Move to find and treat a different patient,0.077011202
June2025-SS-train,Search vs Stay Set B,Probe 5,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated left shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone out of sight who is calling for a medic, and they describe a casualty who is bleeding a lot. 
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated left shoulder with no bleeding,"you hear someone out of sight who is calling for a medic, and they describe a casualty who is bleeding a lot. ",0.016244625,0,,,0,,,,0.781777778,,Continue treating your current patient,Move to find and treat a different patient,0.117233424
June2025-SS-train,Search vs Stay Set B,Probe 6,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated right shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone out of sight who is calling for a medic.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated right shoulder with no bleeding,you hear someone out of sight who is calling for a medic.,0.016244625,0,,,0,,,,0.441333333,,Continue treating your current patient,Move to find and treat a different patient,0.287455646
June2025-SS-train,Search vs Stay Set B,Probe 7,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken left wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone out of sight who is calling for a medic, and they describe a casualty who may have a broken leg.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken left wrist with no bleeding,"you hear someone out of sight who is calling for a medic, and they describe a casualty who may have a broken leg.",0.016244625,0,,,0,,,,0.074666667,,Continue treating your current patient,Move to find and treat a different patient,0.470788979
June2025-SS-train,Search vs Stay Set B,Probe 8,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken right wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone who is crying or screaming out of sight.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken right wrist with no bleeding,you hear someone who is crying or screaming out of sight.,0.016244625,0,,,0,,,,0.312888889,,Continue treating your current patient,Move to find and treat a different patient,0.351677868
June2025-SS-train,Search vs Stay Set B,Probe 9,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated left shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that this casualty was injured in a bomb or rocket attack, and there may be other casualties nearby.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated left shoulder with no bleeding,"you are told that this casualty was injured in a bomb or rocket attack, and there may be other casualties nearby.",0.016244625,0,,,0,,,,0.959111111,,Continue treating your current patient,Move to find and treat a different patient,0.028566757
June2025-SS-train,Search vs Stay Set B,Probe 10,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a dislocated right shoulder with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that a mass shooter was already disarmed and removed, but that at least two people known to be in the building have not arrived at the evacuation meeting site.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a dislocated right shoulder with no bleeding,"you are told that a mass shooter was already disarmed and removed, but that at least two people known to be in the building have not arrived at the evacuation meeting site.",0.016244625,0,,,0,,,,0.758666667,,Continue treating your current patient,Move to find and treat a different patient,0.128788979
June2025-SS-train,Search vs Stay Set B,Probe 11,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken left wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you are told that this casualty was from a bus wreck and there may be multiple casualties who were not in/near the vehicle.
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken left wrist with no bleeding,you are told that this casualty was from a bus wreck and there may be multiple casualties who were not in/near the vehicle.,0.016244625,0,,,0,,,,0.862222222,,Continue treating your current patient,Move to find and treat a different patient,0.077011202
June2025-SS-train,Search vs Stay Set B,Probe 12,Imagine that you are deployed as a military medic in a foreign country. You arrive at a scene where you know there may be multiple casualties. It will be at least 30 minutes before any casualty can be evacuated and you are the only medic available.,"The first casualty you come upon has a broken right wrist with no bleeding. 
As you finish performing the most immediate treatment on your current patient, you hear someone out of sight who is calling for a medic, and they describe a casualty who is bleeding a lot. 
Do you continue treating your current patient, or do you move to find and treat a different patient?","Do you continue treating your current patient, or do you move to find and treat a different patient?",a broken right wrist with no bleeding,"you hear someone out of sight who is calling for a medic, and they describe a casualty who is bleeding a lot. ",0.016244625,0,,,0,,,,0.781777778,,Continue treating your current patient,Move to find and treat a different patient,0.117233424
