EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswer,QuestionPrompt,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
VOICE_CAPTURE,-28523,4/13/2026 1:38:15 PM,c8e62e26-8aab-47a6-9699-c1535f9a6b24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,"Okay. Okay, so I'm guessing that it's not going to talk It's not going to talk to me and tell me what to put on what anymore. me what to put on what anymore.",
VOICE_CAPTURE,-26027,4/13/2026 1:38:17 PM,c8e62e26-8aab-47a6-9699-c1535f9a6b24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,"at was it, okay. - That was, okay, sounds good.",
VOICE_CAPTURE,-4706,4/13/2026 1:38:39 PM,c8e62e26-8aab-47a6-9699-c1535f9a6b24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,od. Black.,
SESSION_START,13,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 1,agony,supine,"(5.9, 0.0, 2.1)",fast,"(0.0, -1.0, 0.0, 0.1)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,leftLeg,L Shin Amputation,"(6.0, 0.4, 2.1)",tourniquet,1,0,high,False,False,,,,,US Military 1,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Civilian 1,upset,fetal,"(4.7, 0.0, -3.6)",normal,"(0.0, -0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,leftLeg,L Thigh Laceration,"(4.5, 0.6, -3.7)",israeliWrap,1,0,medium,False,False,,,,,Civilian 1,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Attacker 1,agony,prone,"(4.5, 0.0, 4.9)",fast,"(0.0, 1.0, 0.0, -0.3)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,abdomen,R Stomach Puncture,"(4.4, 1.1, 4.9)",woundpack,1,0,high,False,False,,,,,Attacker 1,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 2,calm,supine,"(0.4, 0.0, 4.0)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,MINIMAL,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,leftHand,L Wrist Broken,"(0.6, 1.3, 3.7)",splint,1,0,low,False,False,,,,,US Military 2,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 2,agony,fetal,"(2.9, 0.0, 1.9)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,abdomen,R Stomach Puncture,"(2.7, 1.0, 2.0)",woundpack,1,0,high,False,False,,,,,Civilian 2,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,restricted,100,Infinity,none,US Military 3,unresponsive,supine,"(-0.8, 0.0, -5.5)",faint,"(0.0, 0.4, 0.0, 0.9)",low,EXPECTANT,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,chest,L Chest Collapse,"(-0.9, 1.3, -5.4)",decompressionNeedle,1,0,high,False,False,,,,,US Military 3,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,chest,R Chest Puncture,"(-0.7, 1.3, -5.5)",chestSeal,1,0,high,False,False,,,,,US Military 3,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 4,agony,supine,"(-0.9, 0.0, 0.3)",fast,"(0.0, 0.0, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,abdomen,R Stomach Puncture,"(-0.8, 1.1, 0.3)",woundpack,1,0,high,False,False,,,,,US Military 4,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Attacker 2,agony,sittingGround,"(-3.1, 0.0, 5.2)",fast,"(0.0, -0.9, 0.0, 0.3)",normal,DELAYED,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,chest,L Shoulder Puncture,"(-3.0, 1.4, 5.1)",woundpack,1,0,medium,False,False,,,,,Attacker 2,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 3,agony,recovery,"(-2.1, 0.0, -2.1)",fast,"(0.0, 0.8, 0.0, 0.6)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,rightLeg,R Shin Amputation,"(-2.1, 0.4, -2.2)",tourniquet,1,0,high,False,False,,,,,Civilian 3,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 5,agony,supine,"(-5.5, 0.0, -3.8)",fast,"(0.0, 0.1, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,leftLeg,L Shin Amputation,"(-5.6, 0.4, -3.8)",tourniquet,1,0,high,False,False,,,,,US Military 5,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 6,agony,supine,"(5.2, 0.0, -22.2)",fast,"(0.0, 0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,chest,R Chest Puncture,"(5.3, 1.3, -22.2)",chestSeal,1,0,high,False,False,,,,,US Military 6,
PATIENT_RECORD,14,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,none,100,Infinity,none,US Military 7,dead,prone,"(9.4, 0.0, -22.5)",none,"(0.0, 1.0, 0.0, 0.1)",normal,EXPECTANT,still,
PLAYER_POSITIONS,16,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,16,4/13/2026 1:38:43 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,459,4/13/2026 1:38:44 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,459,4/13/2026 1:38:44 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,968,4/13/2026 1:38:44 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,968,4/13/2026 1:38:44 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,1472,4/13/2026 1:38:45 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,1472,4/13/2026 1:38:45 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,1972,4/13/2026 1:38:45 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,1972,4/13/2026 1:38:45 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,2498,4/13/2026 1:38:46 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,2498,4/13/2026 1:38:46 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,3010,4/13/2026 1:38:46 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.0)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,3010,4/13/2026 1:38:46 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.0)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,3513,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.0)","(9.1, 1.3, 4.1)",
PLAYER_GAZE,3513,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,Civilian 2,,,,,,,,,"(6.4, 1.8, 2.1)",,,"(2.9, 0.0, 1.9)",
PLAYER_POSITIONS,3513,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.2, 1.8, 4.0)","(9.1, 1.3, 4.1)",
PLAYER_GAZE,3513,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,Civilian 2,,,,,,,,,"(6.4, 1.8, 2.1)",,,"(2.9, 0.0, 1.9)",
PLAYER_POSITIONS,4023,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 4.0)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,4023,4/13/2026 1:38:47 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 4.0)","(9.2, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,4542,4/13/2026 1:38:48 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.0, 1.3, 4.0)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.2)",
PLAYER_POSITIONS,4542,4/13/2026 1:38:48 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.0, 1.3, 4.0)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.2)",
PLAYER_POSITIONS,5047,4/13/2026 1:38:48 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.8)","(9.3, 1.8, 4.1)","(9.0, 1.4, 4.1)",
PLAYER_POSITIONS,5047,4/13/2026 1:38:48 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.8)","(9.3, 1.8, 4.1)","(9.0, 1.4, 4.1)",
PLAYER_POSITIONS,5564,4/13/2026 1:38:49 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,5564,4/13/2026 1:38:49 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,6072,4/13/2026 1:38:49 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.0, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,6072,4/13/2026 1:38:49 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.0, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,6580,4/13/2026 1:38:50 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
PLAYER_POSITIONS,6580,4/13/2026 1:38:50 PM,2e17cca5-8aca-4d1f-a6f4-28a7f81d7cd7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(9.1, 1.3, 3.9)","(9.3, 1.8, 4.1)","(9.0, 1.3, 4.1)",
