EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswer,QuestionPrompt,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
VOICE_CAPTURE,-40767,4/11/2026 10:50:38 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,things in this white,
VOICE_CAPTURE,-37745,4/11/2026 10:50:41 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,"Yeah, like 11.",
VOICE_CAPTURE,-35728,4/11/2026 10:50:43 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,like 11 I don't know if you guys watch stranger things,
VOICE_CAPTURE,-33211,4/11/2026 10:50:46 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,things. Yeah.,
VOICE_CAPTURE,-29244,4/11/2026 10:50:50 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,"Yeah, some days I feel like that's probably the best place for me. probably the best place for me.",
VOICE_COMMAND,-29244,4/11/2026 10:50:50 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah, some days I feel like that's probably the best place for me. probably the best place for me.",how do you feel,
VOICE_CAPTURE,-17347,4/11/2026 10:51:01 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Is this timed at all or is it just...,
VOICE_CAPTURE,-16336,4/11/2026 10:51:02 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,dollars it just.,
VOICE_CAPTURE,-13955,4/11/2026 10:51:05 AM,59ce7fdc-648a-4ac0-a5d9-a21b2f92cc42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,ay? Okay.,
SESSION_START,15,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,
PATIENT_RECORD,15,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 1,agony,supine,"(5.9, 0.0, 2.1)",fast,"(0.0, -1.0, 0.0, 0.1)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,leftLeg,L Shin Amputation,"(6.0, 0.4, 2.1)",tourniquet,1,0,high,False,False,,,,,US Military 1,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Civilian 1,upset,fetal,"(4.7, 0.0, -3.6)",normal,"(0.0, -0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,leftLeg,L Thigh Laceration,"(4.5, 0.6, -3.7)",israeliWrap,1,0,medium,False,False,,,,,Civilian 1,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Attacker 1,agony,prone,"(4.5, 0.0, 4.9)",fast,"(0.0, 1.0, 0.0, -0.3)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,abdomen,R Stomach Puncture,"(4.4, 1.1, 4.9)",woundpack,1,0,high,False,False,,,,,Attacker 1,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 2,calm,supine,"(0.4, 0.0, 4.0)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,MINIMAL,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,leftHand,L Wrist Broken,"(0.6, 1.3, 3.7)",splint,1,0,low,False,False,,,,,US Military 2,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 2,agony,fetal,"(2.9, 0.0, 1.9)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,abdomen,R Stomach Puncture,"(2.7, 1.0, 2.0)",woundpack,1,0,high,False,False,,,,,Civilian 2,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,restricted,100,Infinity,none,US Military 3,unresponsive,supine,"(-0.8, 0.0, -5.5)",faint,"(0.0, 0.4, 0.0, 0.9)",low,EXPECTANT,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,chest,L Chest Collapse,"(-0.9, 1.3, -5.4)",decompressionNeedle,1,0,high,False,False,,,,,US Military 3,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,chest,R Chest Puncture,"(-0.7, 1.3, -5.5)",chestSeal,1,0,high,False,False,,,,,US Military 3,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 4,agony,supine,"(-0.9, 0.0, 0.3)",fast,"(0.0, 0.0, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,abdomen,R Stomach Puncture,"(-0.8, 1.1, 0.3)",woundpack,1,0,high,False,False,,,,,US Military 4,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Attacker 2,agony,sittingGround,"(-3.1, 0.0, 5.2)",fast,"(0.0, -0.9, 0.0, 0.3)",normal,DELAYED,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,chest,L Shoulder Puncture,"(-3.0, 1.4, 5.1)",woundpack,1,0,medium,False,False,,,,,Attacker 2,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 3,agony,recovery,"(-2.1, 0.0, -2.1)",fast,"(0.0, 0.8, 0.0, 0.6)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,rightLeg,R Shin Amputation,"(-2.1, 0.4, -2.2)",tourniquet,1,0,high,False,False,,,,,Civilian 3,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 5,agony,supine,"(-5.5, 0.0, -3.8)",fast,"(0.0, 0.1, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,leftLeg,L Shin Amputation,"(-5.6, 0.4, -3.8)",tourniquet,1,0,high,False,False,,,,,US Military 5,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 6,agony,supine,"(5.2, 0.0, -22.2)",fast,"(0.0, 0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,chest,R Chest Puncture,"(5.3, 1.3, -22.2)",chestSeal,1,0,high,False,False,,,,,US Military 6,
PATIENT_RECORD,16,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,none,100,Infinity,none,US Military 7,dead,prone,"(9.4, 0.0, -22.5)",none,"(0.0, 1.0, 0.0, 0.1)",normal,EXPECTANT,still,
PLAYER_POSITIONS,18,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.3)","(-8.6, 1.6, -5.5)","(-8.4, 0.7, -5.8)",
PLAYER_POSITIONS,18,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.3)","(-8.6, 1.6, -5.5)","(-8.4, 0.7, -5.8)",
PLAYER_POSITIONS,446,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.3)","(-8.6, 1.6, -5.5)","(-8.4, 0.8, -5.7)",
PLAYER_POSITIONS,446,4/11/2026 10:51:19 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.3)","(-8.6, 1.6, -5.5)","(-8.4, 0.8, -5.7)",
PLAYER_POSITIONS,946,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.4)","(-8.5, 1.6, -5.6)","(-8.4, 0.8, -5.8)",
PLAYER_POSITIONS,946,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.6, 0.8, -5.4)","(-8.5, 1.6, -5.6)","(-8.4, 0.8, -5.8)",
VOICE_CAPTURE,1076,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Okay. Okay. Okay.,
PLAYER_POSITIONS,1456,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.7)","(-8.4, 0.7, -6.0)",
PLAYER_GAZE,1456,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 1,,,,,,,,,"(-14.4, 1.6, -7.9)",,,"(5.9, 0.0, 2.1)",
PLAYER_POSITIONS,1456,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.7)","(-8.4, 0.7, -6.0)",
PLAYER_GAZE,1456,4/11/2026 10:51:20 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 1,,,,,,,,,"(-14.4, 1.6, -7.9)",,,"(5.9, 0.0, 2.1)",
PLAYER_POSITIONS,1976,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.8)","(-8.4, 0.8, -6.1)",
PLAYER_GAZE,1976,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 5,,,,,,,,,"(-3.1, 1.6, -1.9)",,,"(-5.5, 0.0, -3.8)",
PLAYER_POSITIONS,1976,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.8)","(-8.4, 0.8, -6.1)",
PLAYER_GAZE,1976,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 5,,,,,,,,,"(-3.1, 1.6, -1.9)",,,"(-5.5, 0.0, -3.8)",
PLAYER_POSITIONS,2477,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.8)","(-8.4, 0.7, -6.0)",
PLAYER_POSITIONS,2477,4/11/2026 10:51:21 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.8)","(-8.4, 0.7, -6.0)",
PLAYER_POSITIONS,2993,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,2993,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.6)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,3502,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_GAZE,3502,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 5,,,,,,,,,"(-3.0, 1.6, -1.8)",,,"(-5.5, 0.0, -3.8)",
PLAYER_POSITIONS,3502,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_GAZE,3502,4/11/2026 10:51:22 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,US Military 5,,,,,,,,,"(-3.0, 1.6, -1.8)",,,"(-5.5, 0.0, -3.8)",
PLAYER_POSITIONS,4013,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.3, 0.8, -5.8)",
PLAYER_GAZE,4013,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,Civilian 3,,,,,,,,,"(-6.4, 1.6, -3.6)",,,"(-2.1, 0.0, -2.1)",
PLAYER_POSITIONS,4013,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.3, 0.8, -5.8)",
PLAYER_GAZE,4013,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,Civilian 3,,,,,,,,,"(-6.4, 1.6, -3.6)",,,"(-2.1, 0.0, -2.1)",
PLAYER_POSITIONS,4527,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,4527,4/11/2026 10:51:23 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,5027,4/11/2026 10:51:24 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.7, -5.9)",
PLAYER_POSITIONS,5027,4/11/2026 10:51:24 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.4)","(-8.5, 1.6, -5.7)","(-8.4, 0.7, -5.9)",
PLAYER_POSITIONS,5528,4/11/2026 10:51:24 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.5)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,5528,4/11/2026 10:51:24 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.5)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,6038,4/11/2026 10:51:25 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.5)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
PLAYER_POSITIONS,6038,4/11/2026 10:51:25 AM,97b97ece-957b-44d6-85bc-0ff510913892,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(-8.5, 0.8, -5.5)","(-8.5, 1.6, -5.7)","(-8.4, 0.8, -5.9)",
